1 6058 -1 32768 32768 0.081393
2 7312 -1 32768 32768 0.079819
3 7487 -1 32768 32768 0.075272
4 7724 -1 32768 32768 0.075830
5 6957 -1 32768 32768 0.072089
6 7662 -1 32768 32768 0.073414
7 7699 -1 32768 32768 0.074438
8 7959 -1 32768 32768 0.073282
9 7613 -1 32768 32768 0.074681
10 7099 -1 32768 32768 0.073011
11 5564 -1 32768 32768 0.078003
12 6156 -1 32768 32768 0.073891
13 7109 -1 32768 32768 0.074258
14 6364 -1 32768 32768 0.073487
15 5740 -1 32768 32768 0.076161
16 6119 -1 32768 32768 0.073650
17 6417 -1 32768 32768 0.075987
18 6653 -1 32768 32768 0.073279
19 7393 -1 32768 32768 0.074900
20 7823 -1 32768 32768 0.072818
21 7470 -1 32768 32768 0.072925
22 7117 -1 32768 32768 0.073802
23 8277 -1 32768 32768 0.073469
24 6777 -1 32768 32768 0.073377
25 6690 -1 32768 32768 0.074261
26 7687 -1 32768 32768 0.073542
27 7590 -1 32768 32768 0.072304
28 6481 -1 32768 32768 0.075591
29 8336 -1 32768 32768 0.073270
30 6469 -1 32768 32768 0.074104
31 6770 -1 32768 32768 0.073518
32 8034 -1 32768 32768 0.076642
33 7508 -1 32768 32768 0.071325
34 9706 -1 32768 32768 0.075939
35 7432 -1 32768 32768 0.073800
36 7888 -1 32768 32768 0.073820
37 7011 -1 32768 32768 0.077893
38 8492 -1 32768 32768 0.076347
39 6832 -1 32768 32768 0.073226
40 8053 -1 32768 32768 0.075798
41 6977 -1 32768 32768 0.072773
42 7806 -1 32768 32768 0.076986
43 6813 -1 32768 32768 0.073811
44 6095 -1 32768 32768 0.073128
45 6365 -1 32768 32768 0.074721
46 5461 -1 32768 32768 0.073575
47 8028 -1 32768 32768 0.072839
48 6504 -1 32768 32768 0.073903
49 7800 -1 32768 32768 0.073196
50 6218 -1 32768 32768 0.075499
51 8283 -1 32768 32768 0.075315
52 6168 -1 32768 32768 0.077104
53 6334 -1 32768 32768 0.077460
54 7344 -1 32768 32768 0.078472
55 7611 -1 32768 32768 0.075328
56 7696 -1 32768 32768 0.076599
57 6105 -1 32768 32768 0.072487
58 4876 -1 32768 32768 0.074800
59 8241 -1 32768 32768 0.071914
60 6525 -1 32768 32768 0.074232
61 6014 -1 32768 32768 0.072729
62 8110 -1 32768 32768 0.077881
63 5305 -1 32768 32768 0.076595
64 5462 -1 32768 32768 0.074393
65 6345 -1 32768 32768 0.074015
66 6574 -1 32768 32768 0.072722
67 6955 -1 32768 32768 0.074516
68 8544 -1 32768 32768 0.074984
69 6861 -1 32768 32768 0.074956
70 7204 -1 32768 32768 0.075551
71 6897 -1 32768 32768 0.073534
72 7000 -1 32768 32768 0.074821
73 6652 -1 32768 32768 0.071461
74 5918 -1 32768 32768 0.071954
75 6658 -1 32768 32768 0.074323
76 8101 -1 32768 32768 0.071908
77 7284 -1 32768 32768 0.076039
78 6860 -1 32768 32768 0.075505
79 6714 -1 32768 32768 0.075614
80 6489 -1 32768 32768 0.073368
81 6850 -1 32768 32768 0.074031
82 7402 -1 32768 32768 0.072344
83 7707 -1 32768 32768 0.075160
84 6924 -1 32768 32768 0.073122
85 7544 -1 32768 32768 0.072248
86 5624 -1 32768 32768 0.073301
87 7682 -1 32768 32768 0.072614
88 7315 -1 32768 32768 0.073450
89 7194 -1 32768 32768 0.075532
90 8877 -1 32768 32768 0.074372
91 6136 -1 32768 32768 0.072383
92 6045 -1 32768 32768 0.076082
93 7387 -1 32768 32768 0.074878
94 7463 -1 32768 32768 0.077104
95 8045 -1 32768 32768 0.075074
96 8316 -1 32768 32768 0.075061
97 6195 -1 32768 32768 0.072966
98 6217 -1 32768 32768 0.076007
99 8979 -1 32768 32768 0.074997
100 7249 -1 32768 32768 0.074741
