1 15 3031 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 
2 15 3658 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 
3 15 3688 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 
4 15 3865 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 
5 15 3481 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 
6 15 3834 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 
7 15 3758 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 
8 15 3982 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 
9 15 3812 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 
10 15 3553 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 
11 15 2649 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 
12 15 3082 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 
13 15 3430 1 0 1 1 1 1 0 0 1 0 1 1 1 1 1 
14 15 3184 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 
15 15 2871 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 
16 15 3062 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 
17 15 3178 0 1 1 1 0 1 1 0 1 1 1 1 1 1 0 
18 15 3317 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 
19 15 3700 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 
20 15 3914 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 
21 15 3739 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 
22 15 3531 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 
23 15 4141 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 
24 15 3393 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 
25 15 3255 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 
26 15 3813 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 
27 15 3787 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 
28 15 3204 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1 
29 15 4172 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 
30 15 3232 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 
31 15 3348 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 
32 15 4020 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 
33 15 3730 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 
34 15 4856 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 
35 15 3718 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1 
36 15 3947 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 
37 15 3509 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 
38 15 4184 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 
39 15 3419 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 
40 15 3998 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 
41 15 3480 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 
42 15 3869 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 
43 15 3348 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 
44 15 3051 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 
45 15 3151 1 0 1 0 1 0 1 0 1 1 1 1 1 1 1 
46 15 2733 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 
47 15 4016 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 
48 15 3257 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 
49 15 3902 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 
50 15 3060 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 
51 15 4145 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 
52 15 3086 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 
53 15 3145 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 
54 15 3674 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 
55 15 3737 1 0 1 1 1 1 1 1 1 0 1 0 1 1 0 
56 15 3852 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 
57 15 3039 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 
58 15 2440 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 
59 15 4124 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 
60 15 3266 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 
61 15 3010 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 
62 15 4019 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 
63 15 2649 0 1 1 1 1 0 1 1 0 1 0 1 1 1 1 
64 15 2734 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 
65 15 3174 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 
66 15 3254 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1 
67 15 3397 1 1 1 1 0 1 1 0 1 1 0 1 1 0 1 
68 15 4275 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 
69 15 3319 1 0 1 1 0 1 1 0 1 1 0 1 1 1 1 
70 15 3605 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 
71 15 3452 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 
72 15 3503 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 
73 15 3328 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 
74 15 2964 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 
75 15 3332 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 
76 15 4055 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 
77 15 3627 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 
78 15 3368 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 
79 15 3359 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 
80 15 3123 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 
81 15 3428 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 
82 15 3633 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 
83 15 3857 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 
84 15 3466 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 
85 15 3605 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 
86 15 2816 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 
87 15 3844 1 1 0 0 1 0 1 1 1 1 1 0 1 1 1 
88 15 3660 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 
89 15 3598 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 
90 15 4443 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 
91 15 2991 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 
92 15 3026 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 
93 15 3684 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 
94 15 3735 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 
95 15 3938 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 
96 15 4014 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 
97 15 3027 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 
98 15 3073 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 
99 15 4344 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 
100 15 3629 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 
