1 10 3245 1 1 1 1 0 1 1 1 1 1 
2 10 3781 1 1 1 1 1 1 1 0 1 1 
3 10 4451 0 1 1 1 1 0 1 1 1 1 
4 10 3980 1 1 1 0 1 1 0 1 1 1 
5 10 3776 1 1 1 1 1 0 1 1 1 1 
6 10 4750 1 1 0 0 1 1 1 1 1 1 
7 10 4346 1 1 1 0 1 1 1 1 1 0 
8 10 4580 1 1 0 1 1 1 0 1 1 1 
9 10 4954 1 0 1 1 1 1 1 1 0 1 
10 10 3514 0 1 1 1 1 1 1 0 1 1 
11 10 5360 1 1 1 0 1 1 1 1 1 0 
12 10 4770 0 1 1 1 1 0 1 1 1 1 
13 10 3778 1 1 1 1 0 1 1 1 1 1 
14 10 4608 1 1 0 1 0 1 1 1 1 1 
15 10 4537 1 1 0 1 1 1 1 0 1 1 
16 10 5415 1 1 1 1 0 0 1 1 1 1 
17 10 4683 1 1 1 1 1 1 1 0 0 1 
18 10 5088 1 1 1 1 1 1 0 1 0 1 
19 10 4178 1 1 0 1 1 1 1 1 1 0 
20 10 4402 1 1 0 1 1 0 1 1 1 1 
21 10 4872 1 0 1 1 0 1 1 1 1 1 
22 10 4115 0 1 1 1 0 1 1 1 1 1 
23 10 4401 1 1 1 1 1 0 1 1 1 0 
24 10 4882 1 0 1 1 0 1 1 1 1 1 
25 10 4777 0 1 1 1 1 1 0 1 1 1 
26 10 4825 1 1 1 0 0 1 1 1 1 1 
27 10 5480 1 1 0 1 1 1 0 1 1 1 
28 10 3865 1 1 1 1 1 0 1 1 1 1 
29 10 4162 1 1 1 1 1 0 1 0 1 1 
30 10 4391 1 0 1 1 1 0 1 1 1 1 
31 10 3715 0 1 1 1 1 1 1 1 1 1 
32 10 4312 1 1 1 1 1 1 0 1 1 1 
33 10 4110 0 1 1 1 0 1 1 1 1 1 
34 10 5161 1 1 1 1 1 1 1 1 0 0 
35 10 4305 1 1 0 0 1 0 1 1 1 1 
36 10 3133 0 1 1 1 1 1 0 1 1 1 
37 10 4512 0 1 1 1 1 1 1 1 0 1 
38 10 3682 1 1 1 1 0 1 0 1 1 1 
39 10 4364 0 1 1 1 0 1 1 1 1 1 
40 10 4202 1 1 1 1 1 1 1 1 0 1 
41 10 3756 1 1 1 1 1 1 0 1 1 1 
42 10 3984 0 1 1 1 1 1 1 1 1 1 
43 10 4554 1 1 1 1 1 0 1 1 1 0 
44 10 4402 1 1 1 0 1 1 0 1 1 1 
45 10 3933 1 1 1 1 1 1 1 0 1 1 
46 10 4389 1 0 1 1 0 1 1 1 1 1 
47 10 5128 1 0 1 1 1 1 0 1 1 1 
48 10 3998 1 1 1 1 1 1 0 1 1 0 
49 10 5274 1 1 1 1 1 0 1 1 1 0 
50 10 4799 1 1 1 1 1 1 0 0 1 1 
51 10 3939 1 1 1 0 1 1 1 1 1 1 
52 10 3220 0 1 1 1 1 1 1 1 1 0 
53 10 5257 0 1 1 1 1 1 0 1 1 1 
54 10 4563 1 1 1 1 1 1 0 1 0 1 
55 10 5314 1 1 1 0 1 1 1 1 0 1 
56 10 5500 1 1 0 1 1 1 1 0 1 1 
57 10 5055 0 0 1 1 1 1 1 1 1 1 
58 10 3925 1 1 1 0 0 1 1 1 1 1 
59 10 4091 1 1 1 1 1 0 1 1 1 1 
60 10 3594 0 1 1 1 1 1 1 1 1 1 
61 10 4658 1 1 1 1 1 1 0 1 0 1 
62 10 4928 1 0 1 1 1 1 1 1 1 0 
63 10 4568 0 1 1 1 1 1 1 1 1 0 
64 10 4744 0 1 1 0 1 1 1 1 1 1 
65 10 4037 1 0 1 1 1 0 1 1 1 1 
66 10 4118 1 1 1 1 1 0 1 1 1 1 
67 10 4369 1 1 1 1 1 1 0 0 1 1 
68 10 4170 1 1 1 1 1 1 1 0 1 1 
69 10 3355 1 1 0 1 1 1 1 1 1 1 
70 10 5909 1 0 1 1 1 1 1 1 1 0 
71 10 4065 1 1 1 1 1 1 1 1 0 1 
72 10 4822 0 1 0 1 1 1 1 1 1 1 
73 10 3487 1 1 1 0 1 1 1 1 0 1 
74 10 4118 1 1 1 1 0 1 1 0 1 1 
