1 8656 -1 71672 -1 0.213455
2 10565 -1 83303 -1 0.234570
3 11979 -1 89270 -1 0.286336
4 9196 -1 77955 -1 0.215633
5 8056 -1 75848 -1 0.190302
6 8091 -1 69613 -1 0.190875
7 11415 -1 97766 -1 0.276415
8 9177 -1 75908 -1 0.215216
9 8725 -1 77086 -1 0.211630
10 10892 -1 84897 -1 0.251163
11 10837 -1 91607 -1 0.262774
12 10338 -1 87149 -1 0.254956
13 8954 -1 78348 -1 0.211958
14 9135 -1 80908 -1 0.223915
15 7256 -1 69956 -1 0.194028
16 9417 -1 67659 -1 0.197625
17 7638 -1 69066 -1 0.184432
18 9035 -1 83923 -1 0.219779
19 6658 -1 68448 -1 0.170091
20 9374 -1 84795 -1 0.233945
21 8175 -1 72665 -1 0.193780
22 9965 -1 76966 -1 0.219841
23 9840 -1 81115 -1 0.229150
24 10054 -1 84377 -1 0.235888
25 9294 -1 79495 -1 0.213486
26 9597 -1 81869 -1 0.234501
27 10337 -1 82443 -1 0.234950
28 10345 -1 84901 -1 0.240038
29 10741 -1 87425 -1 0.246750
30 7942 -1 64328 -1 0.187184
31 8090 -1 75468 -1 0.206275
32 8404 -1 69412 -1 0.197528
33 10628 -1 85694 -1 0.251770
34 8835 -1 79376 -1 0.206996
35 11599 -1 97345 -1 0.288185
36 8915 -1 78040 -1 0.204130
37 9985 -1 86397 -1 0.229780
38 9688 -1 72469 -1 0.215639
39 8783 -1 72116 -1 0.211274
40 11028 -1 81204 -1 0.242203
41 8591 -1 74898 -1 0.202972
42 8191 -1 64969 -1 0.190034
43 8014 -1 60899 -1 0.179848
44 10324 -1 88191 -1 0.256831
45 9931 -1 80028 -1 0.234324
46 9713 -1 75186 -1 0.211092
47 11352 -1 90898 -1 0.276242
48 7924 -1 68566 -1 0.187380
49 11138 -1 93431 -1 0.256990
50 9426 -1 87443 -1 0.222331
51 10474 -1 87687 -1 0.241368
52 9567 -1 77352 -1 0.212446
53 10929 -1 77754 -1 0.242447
54 9032 -1 76420 -1 0.210437
55 9623 -1 86799 -1 0.227177
56 7846 -1 62276 -1 0.168610
57 9475 -1 71738 -1 0.222157
58 11803 -1 90067 -1 0.273225
59 9744 -1 72817 -1 0.214511
60 7820 -1 66406 -1 0.171103
61 9838 -1 83377 -1 0.225448
62 9933 -1 84737 -1 0.234420
63 9865 -1 85330 -1 0.223262
64 10788 -1 83624 -1 0.231896
65 11205 -1 93982 -1 0.253481
66 10227 -1 87358 -1 0.240461
67 5567 -1 48854 -1 0.126040
68 10591 -1 90925 -1 0.250313
69 9641 -1 74852 -1 0.211794
70 9059 -1 77583 -1 0.214051
71 8015 -1 73881 -1 0.224240
72 8885 -1 73590 -1 0.202849
73 8628 -1 77804 -1 0.205738
74 8123 -1 68379 -1 0.191449
75 9174 -1 69601 -1 0.206661
76 10221 -1 78006 -1 0.236793
77 7884 -1 69894 -1 0.185068
78 8530 -1 71909 -1 0.216428
79 9233 -1 71837 -1 0.199515
80 11316 -1 84619 -1 0.260637
81 9566 -1 81367 -1 0.219930
82 9665 -1 74455 -1 0.209297
83 10371 -1 87403 -1 0.246901
84 8083 -1 74652 -1 0.196439
85 7855 -1 69908 -1 0.197243
86 10099 -1 79321 -1 0.232677
87 9716 -1 73139 -1 0.215258
88 8738 -1 75164 -1 0.210743
89 9519 -1 81123 -1 0.237155
90 9702 -1 87985 -1 0.239590
91 10445 -1 86705 -1 0.241018
92 8221 -1 67222 -1 0.178479
93 10257 -1 83017 -1 0.232594
94 8311 -1 76034 -1 0.198452
95 11107 -1 79556 -1 0.235950
96 10084 -1 78595 -1 0.219686
97 7650 -1 64927 -1 0.177418
98 9703 -1 71969 -1 0.218993
99 10081 -1 77869 -1 0.219769
100 9565 -1 76517 -1 0.223275
