1 18 7134 0 0 1 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 
2 18 6495 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 0 1 1 
3 18 7926 1 0 1 1 0 1 1 1 1 0 1 0 0 1 1 1 1 1 
4 18 7516 1 1 0 1 1 0 1 1 1 0 0 1 0 1 0 1 1 1 
5 18 8229 1 0 1 0 0 0 1 1 1 1 1 1 0 1 1 1 1 0 
6 18 8147 0 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 
7 18 7241 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1 0 1 
8 18 9216 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 
9 18 7309 1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 
10 18 6283 1 1 0 0 0 1 0 1 1 1 1 0 1 1 1 1 1 1 
11 18 6799 1 0 1 0 1 1 0 0 0 0 1 1 1 1 1 1 1 1 
12 18 7045 1 0 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1 
13 18 5888 0 1 1 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 
14 18 7133 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 
15 18 7016 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 
16 18 7723 0 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 
17 18 7625 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 1 1 
18 18 7033 1 0 0 1 0 0 0 0 1 1 1 1 1 1 0 1 1 1 
19 18 8333 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 1 
20 18 6629 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 0 
21 18 8308 0 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1 1 0 
22 18 7373 1 0 1 1 0 0 1 1 1 1 1 0 1 1 0 1 1 1 
23 18 8101 1 1 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 
24 18 5842 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 
25 18 6169 1 1 0 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 
26 18 8293 1 1 1 1 1 1 1 0 1 0 1 0 1 1 0 1 1 1 
27 18 6334 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 
28 18 7620 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 
29 18 6791 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 
30 18 7287 1 0 1 1 1 1 1 1 1 0 0 1 1 0 1 1 0 0 
31 18 8573 0 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 
32 18 6975 1 0 0 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 
33 18 8062 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 
34 18 7567 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 
35 18 7081 1 0 1 1 0 1 1 1 1 1 0 1 0 0 1 1 0 1 
36 18 7563 0 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 0 
37 18 8172 1 1 1 0 1 1 0 0 0 0 1 1 1 1 1 1 0 1 
38 18 7952 1 1 1 0 1 0 0 1 1 1 0 1 1 1 1 0 1 1 
39 18 7797 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 
40 18 6360 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 1 1 0 
41 18 7828 1 0 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 
42 18 8978 1 1 0 1 0 1 1 1 1 0 0 1 1 1 1 1 1 0 
43 18 6828 0 0 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 
44 18 7044 1 1 1 1 1 0 1 1 0 1 0 0 0 1 1 1 1 1 
45 18 7327 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 0 1 1 
46 18 8095 0 1 1 1 1 0 1 1 1 0 0 1 0 0 1 1 1 1 
47 18 6888 0 1 1 1 0 0 1 1 0 1 1 1 0 0 1 1 1 1 
48 18 9013 1 1 1 1 1 1 0 0 1 1 0 1 1 0 1 1 1 0 
49 18 6567 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 
50 18 6340 0 0 1 1 1 0 1 1 1 1 0 0 0 1 1 1 1 1 
51 18 8702 0 1 1 1 1 1 0 1 1 0 1 0 1 1 0 1 1 1 
52 18 7057 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 
53 18 5791 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1 1 
54 18 7065 1 1 1 1 0 0 1 0 0 1 1 1 1 0 1 1 0 1 
55 18 7058 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 
56 18 8398 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 
57 18 8201 0 1 1 1 0 0 1 0 1 1 1 1 1 1 1 0 1 1 
58 18 7752 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 
59 18 7591 1 1 1 0 0 1 1 1 1 0 1 1 0 1 1 0 1 1 
60 18 6948 1 0 1 1 0 1 1 0 1 1 0 0 1 1 1 1 1 1 
61 18 4889 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 0 0 1 
62 18 6205 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 0 1 1 
63 18 7877 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 1 0 1 
64 18 7255 1 1 1 1 0 0 0 0 1 1 0 1 1 1 1 0 1 1 
65 18 7874 1 1 1 0 0 1 1 1 0 1 0 1 0 1 1 1 0 1 
66 18 7234 1 1 1 0 1 1 0 1 1 0 1 1 0 1 0 0 1 1 
67 18 7756 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 
68 18 7251 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 
69 18 6818 1 1 0 1 0 0 1 1 0 1 1 1 0 1 1 0 1 1 
70 18 7493 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1 0 1 1 
71 18 6342 1 0 1 1 0 0 0 1 0 1 1 1 0 1 0 1 1 1 
72 18 7242 1 0 1 1 1 0 1 1 1 0 0 1 1 1 1 0 1 0 
73 18 8012 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 
74 18 8431 1 0 1 0 1 0 1 1 1 1 0 1 1 1 0 1 0 1 
75 18 8051 1 1 0 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 
76 18 8163 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 
77 18 7005 1 0 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 
