47 20 8184 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 0 0 1 1 1 
48 20 9122 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 
49 20 10191 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 
50 20 8612 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 
51 20 10017 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 
52 20 8724 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 
53 20 10063 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 
54 20 7518 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 
55 20 9739 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 
56 20 9062 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 
57 20 7522 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 
58 20 11114 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 
59 20 10348 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 
60 20 11145 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 
61 20 7908 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 
62 20 11584 0 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 
63 20 9499 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 
64 20 10659 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
65 20 10689 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 
66 20 9456 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 
67 20 10311 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 
68 20 8521 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 
69 20 8310 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 1 1 1 1 1 
70 20 9784 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 
71 20 7207 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 
72 20 10617 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
73 20 9527 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 
74 20 9396 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 
75 20 9824 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 
76 20 8413 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 
77 20 10848 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 
78 20 9697 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 
79 20 9022 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 
80 20 11333 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 
81 20 8362 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 
82 20 9988 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 
83 20 11162 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 
84 20 7374 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 
85 20 9058 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 
86 20 8787 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 
87 20 9567 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 
88 20 9059 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 
89 20 7587 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 
90 20 8637 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 
91 20 8141 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 
92 20 10722 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 
93 20 9698 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 
94 20 9505 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 
95 20 10784 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 
96 20 9355 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 
97 20 8976 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 0 1 
98 20 10728 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 
99 20 6996 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 
100 20 11624 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 
