1 10 3840 0 1 1 1 1 0 1 1 1 1 
2 10 4317 1 1 1 0 0 1 1 1 1 1 
3 10 5046 1 1 1 0 1 1 0 1 1 1 
4 10 4183 1 1 1 1 1 1 1 0 0 1 
5 10 6021 1 1 1 1 1 1 1 0 1 1 
6 10 5280 1 1 0 0 1 1 1 1 1 1 
7 10 5826 1 1 1 1 1 1 1 1 1 0 
8 10 5145 0 1 1 1 1 1 0 1 1 1 
9 10 4472 0 1 1 1 1 1 1 1 1 1 
10 10 4143 1 1 1 0 1 1 0 1 1 1 
11 10 3893 1 1 1 1 1 1 1 1 0 1 
12 10 5339 1 1 1 1 1 1 1 1 0 1 
13 10 5925 1 1 1 0 1 0 0 1 1 1 
14 10 4006 1 1 1 0 1 1 1 1 1 1 
15 10 6404 1 1 1 0 0 1 1 1 1 1 
16 10 4164 1 1 1 1 1 1 0 1 1 1 
17 10 5076 1 1 1 1 1 0 1 1 1 0 
18 10 5102 1 1 0 1 1 1 1 1 0 1 
19 10 4419 1 1 1 0 1 1 1 0 0 1 
20 10 4134 1 1 1 1 0 1 1 1 1 0 
21 10 4470 0 1 1 1 1 1 1 1 0 1 
22 10 3875 1 0 1 1 1 1 1 0 1 1 
23 10 5320 1 1 0 0 1 1 1 1 1 1 
24 10 5551 1 1 0 1 1 1 1 1 0 1 
25 10 5069 1 1 0 1 1 1 1 0 1 1 
26 10 5268 1 1 1 1 1 1 1 0 1 0 
27 10 5315 1 1 1 1 1 1 1 1 1 0 
28 10 5411 1 0 1 1 1 1 1 1 0 0 
29 10 5377 1 1 1 0 1 1 0 1 1 1 
30 10 4806 1 0 1 1 1 1 1 1 1 1 
31 10 6334 1 1 1 0 1 1 0 1 1 1 
32 10 3641 1 1 1 1 1 0 1 1 0 1 
33 10 4406 0 1 1 1 1 1 1 1 1 0 
34 10 4095 0 1 1 1 1 1 1 0 1 1 
35 10 4457 1 1 1 1 0 1 0 1 1 1 
36 10 5049 1 1 1 1 1 1 1 0 1 1 
37 10 2591 1 1 0 1 1 1 1 1 1 0 
38 10 4326 1 1 1 0 1 0 1 0 1 1 
39 10 5205 1 1 1 1 1 0 1 1 1 1 
40 10 3437 1 1 1 1 1 1 1 0 1 0 
41 10 4416 1 1 1 1 1 0 1 1 1 0 
42 10 3299 1 0 1 0 1 1 1 1 1 1 
43 10 5343 1 1 1 1 1 1 1 0 1 1 
44 10 3949 1 1 1 1 1 0 1 1 1 1 
45 10 4674 1 1 0 1 1 0 1 1 1 1 
46 10 4824 0 1 1 1 1 1 1 1 0 1 
47 10 3327 1 1 1 1 1 1 1 0 1 0 
48 10 3631 1 1 1 1 1 0 0 1 1 1 
49 10 5496 1 1 1 1 1 0 1 1 1 1 
50 10 5214 1 1 1 1 1 1 0 1 1 1 
51 10 4563 1 1 1 1 0 1 1 1 1 1 
52 10 4763 1 0 1 1 0 1 1 1 1 1 
53 10 4312 1 0 1 0 1 1 1 1 1 1 
54 10 4493 0 1 1 1 0 1 1 1 1 1 
55 10 5308 1 1 1 0 1 1 0 1 1 1 
56 10 5935 0 1 1 1 1 0 1 1 1 1 
57 10 5391 1 1 0 0 1 1 1 1 1 1 
58 10 4517 1 1 0 1 1 1 1 1 0 1 
59 10 4211 0 1 1 1 1 1 1 1 1 1 
60 10 5346 0 1 1 1 1 1 0 1 1 1 
61 10 3112 1 1 1 1 1 0 1 1 1 1 
62 10 4727 1 1 1 1 0 1 0 1 1 1 
63 10 5460 1 1 1 1 0 0 1 1 1 1 
64 10 3030 1 0 1 1 1 0 1 1 1 1 
65 10 5266 0 1 1 0 1 1 1 1 1 1 
66 10 5125 1 1 1 1 1 1 1 1 1 0 
67 10 3068 1 0 1 1 1 1 0 1 1 1 
68 10 5898 1 0 1 1 0 1 1 1 1 1 
69 10 4762 1 1 1 1 1 1 0 1 0 1 
70 10 4915 1 1 1 1 0 0 1 1 1 1 
71 10 5143 1 1 1 1 0 1 1 1 1 1 
72 10 3229 1 1 1 0 1 1 1 1 0 1 
73 10 5222 1 1 1 1 1 1 1 1 0 1 
74 10 6579 1 0 0 1 1 1 1 1 1 1 
75 10 3385 1 0 1 1 1 0 1 1 1 1 
76 10 4321 1 1 1 1 1 1 0 1 0 1 
77 10 4388 1 1 1 1 1 1 0 1 1 0 
78 10 4759 0 1 1 1 1 1 1 1 0 1 
79 10 4870 1 1 1 1 1 1 1 0 0 0 
80 10 4923 1 1 1 1 1 1 1 1 1 0 
81 10 4981 1 1 1 0 1 1 1 1 1 0 
82 10 5150 1 1 1 1 1 1 0 1 1 1 
83 10 4814 1 1 1 1 0 1 1 1 1 1 
84 10 4597 1 1 1 0 0 0 1 1 1 1 
85 10 5462 1 1 1 1 1 1 0 1 1 1 
86 10 5540 1 1 0 1 1 1 1 1 1 1 
87 10 6222 1 1 1 1 1 1 0 1 1 1 
88 10 3960 1 1 1 1 1 1 1 0 1 0 
89 10 4929 1 0 1 1 0 1 1 1 1 1 
90 10 4827 1 0 1 1 1 1 1 1 1 0 
91 10 4992 1 0 1 1 1 1 1 1 0 1 
92 10 3679 0 1 1 0 1 0 1 1 1 1 
93 10 5431 1 1 1 0 1 1 1 0 1 1 
94 10 3993 0 1 1 1 1 1 1 1 1 0 
95 10 5452 1 0 0 1 1 1 1 1 1 1 
96 10 5046 0 1 1 0 1 1 1 1 1 0 
97 10 4520 1 1 1 0 1 1 1 0 1 1 
98 10 4074 1 0 1 1 0 1 1 1 1 1 
99 10 4906 1 1 1 1 0 1 1 1 1 1 
100 10 5492 1 1 1 1 1 0 1 1 1 1 
